,names,positions,twitters,fbs,bios,curs,tracked_mods
282,八木景子,初めて“捕鯨問題”を海外へ発信した映画監督・プロデューサー,btc_hogei_movie,behindthecove,東京生まれ。ハリウッド・メジャー映画会社の日本支社勤務後、「合同会社八木フィルム」を設立。長年恐れられていた捕鯨の問題を扱った映画『ビハインド・ザ・コーヴ』は自費を投じ撮影/編集/監督をした。2015年に世界8大映画祭の一つであるモントリオール世界映画祭に選出された他、多くの映画祭で様々な賞を受賞。ワシントンポストをはじめニューヨークタイムズ、ロサンゼルスタイムズなど海外の数多くの大手メディアに取り上げられた。しかし、配給会社がつかず、さらに自ら借金と寄付を募り配給まで行った。日本のドキュメンタリー映画としては珍しく世界最大のユーザー数を持つNETFLIXから世界へ配信され大きな反響を呼んだ。,8,1
283,安田峰俊,ルポライター,YSD0118,YSD0118,中国ルポライター、立命館大学人文科学研究所客員研究員。『八九六四 「天安門事件」は再び起きるか』（KADOKAWA）が第50回大宅壮一ノンフィクション賞、第5回城山三郎賞を受賞。近著に『現代中国の秘密結社』（中公新書ラクレ）、『「低度」外国人材』（KADOKAWA）。,2,0
284,山田順,作家、ジャーナリスト、出版プロデューサー,NaN,NaN,1952年横浜生まれ。1976年光文社入社。2002年『光文社 ペーパーバックス』を創刊し編集長。2010年からフリーランス。作家、ジャーナリストとして取材・執筆活動をしながら、出版プロデュースも手掛ける。専門分野はメディア、経済、ビジネス。主な著書は『出版大崩壊』『資産フライト』（ともに文春新書）『中国の夢は100年たっても実現しない』（PHP）『日本が2度勝っていた大東亜・太平洋戦争』（ヒカルランド）『日本人はなぜ世界での存在感を失っているのか』（ソフトバンク新書）『地方創生の罠』（青春新書）『永久属国論』（さくら舎）最新刊は『コロナショック』（MdN新書）。,209,0
285,吉崎エイジーニョ,ノンフィクションライター／ジャーナリスト,eijinho,NaN,吉崎エイジーニョ　日韓比較文化論・朝鮮半島論・サッカー全般。20代より日韓両国のメディアで「日韓サッカーのニュースコラム」を執筆。「どのジャンルよりストレートにぶつかる日韓関係」を見てきました。これを基に執筆対象を社会一般に拡大中。K-POPから南北関係まで「外国語力を生かしたニュース提供」を。大阪外大（現阪大外国語学部）地域文化学科朝鮮語専攻卒。「Yahoo! 個人」月間MVAを2度受賞。北九州市小倉北区出身。,285,0
286,米元文秋,ジャーナリスト,yonejpn,NaN,インドネシアや日本を徘徊する記者。共同通信のベオグラード、ジャカルタ、シンガポールの各特派員として、旧ユーゴスラビアやアルバニア、インドネシア、シンガポール、マレーシアなどを担当。こだわってきたテーマは民族・宗教問題。コソボやアチェの独立紛争など、衝突の現場を歩いてきた。アジア取材に集中すべく独立。あと20数年でGDPが日本を抜き去るとも予想される近未来大国インドネシアを軸に、東南アジア島嶼部の国々をウォッチする。日本人の視野から外れがちな「もう一つのアジア」のざわめきを伝えたい。,8,16
287,綿井健陽,ジャーナリスト・映画監督,wataitakeharu,takeharu.watai,1971年大阪府生まれ。98年からアジアプレスに参加。東ティモール独立紛争、米国同時多発テロ事件後のアフガニスタン、イスラエルのレバノン攻撃など、世界の紛争・戦争地域を取材、ニュースリポートやドキュメンタリー番組を制作。イラク戦争報道で「ボーン・上田国際記者賞」特別賞、「ギャラクシー賞」報道活動部門・優秀賞など。ドキュメンタリー映画『Little Birds イラク 戦火の家族たち』（2005年）『イラク チグリスに浮かぶ平和』（2014年）を撮影・監督。著書に『リトルバーズ 戦火のバグダッドから』（晶文社）、共著に『ジャーナリストはなぜ「戦場」へ行くのか』（集英社新書）など。,4,0
288,安藤光展,サステナビリティ・コンサルタント,Mitsunobu3,Mitsunobu3,サステナビリティ（持続可能性）経営の専門家。著書は『創発型責任経営-新しいつながりの経営モデル』（日本経済新聞出版、共著）ほか多数。2009年よりブログ『サステナビリティのその先へ』運営。専門誌・業界誌・一般週刊誌・国内外ニュースメディア・ラジオ、などCSR／サステナビリティについての寄稿・取材・出演多数。一般社団法人CSRコミュニケーション協会・代表理事。サステナビリティ情報開示勉強会・主宰。1981年長野県生まれ。,72,162
289,池田恵里,フードジャーナリスト,tannozen,NaN,"神戸女学院大学音楽学部ピアノ科卒、同研究科修了。その後、演奏活動,並びに神戸女学院大学講師として10年間指導。料理コンクールに多数、入選・特選し、それを機に３１歳の時、社会人1年生として、フリーで料理界に入る。スタート当初は社会経験がなかったこと、素人だったこともあり、なかなか仕事に繋がらなかった。その後、ようやく大手惣菜チェーン、スーパー、ファミリーレストランなどの商品開発を手掛け、現在、食品業界で各社、顧問契約を交わしている。執筆は、中食・外食専門雑誌の連載など多数。業界を超え、あらゆる角度から、足での情報、現場を知ることに心がけている。フードサービス学会、商品開発・管理学会会員",84,30
290,石川慶子,危機管理/広報コンサルタント,ishikawakeiko,NaN,東京都生まれ。東京女子大学卒。国会職員として勤務後、劇場映画やテレビ番組の制作を経て広報ＰＲ会社へ。二人目の出産を機に2001年独立し、危機管理に強い広報プロフェッショナルとして活動開始。リーダー対象にリスクマネジメントの観点から戦略的かつ実践的なメディアトレーニングプログラムを提供。リスクマネジメントをテーマにした研究にも取り組み定期的に学会発表も行っている。2015年、外見リスクマネジメントを提唱。有限会社シン取締役社長。日本リスクマネジャー＆コンサルタント協会副理事長、公共コミュニケーション学会理事。,45,1
291,井出留美,食品ロス問題ジャーナリスト・博士（栄養学）,rumiide,rumiide,奈良女子大学食物学科卒、博士（栄養学/女子栄養大学大学院）、修士（農学/東京大学大学院農学生命科学研究科）。ライオン、青年海外協力隊を経て日本ケロッグ広報室長等歴任。3.11食料支援で廃棄に衝撃を受け誕生日を冠した（株）office3.11設立。食品ロス削減推進法成立に協力した。Champions12.3メンバー。著書に『食料危機』『あるものでまかなう生活』『賞味期限のウソ』『捨てられる食べものたち』他。食品ロスを全国的に注目されるレベルまで引き上げたとして第二回食生活ジャーナリスト大賞食文化部門/Yahoo!ニュース個人オーサーアワード2018/第一回食品ロス削減推進大賞消費者庁長官賞受賞。,564,168
292,井上久男,経済ジャーナリスト,NaN,NaN,１９６４年生まれ。８８年九州大卒。朝日新聞社の名古屋、東京、大阪の経済部で主に自動車と電機を担当。２００４年朝日新聞社を選択定年。０５年大阪市立大学修士課程（ベンチャー論）修了。主な著書は『トヨタ愚直なる人づくり』（ダイヤモンド社）、『トヨタ・ショック』（講談社、共編著）、『メイドインジャパン驕りの代償』（ＮＨＫ出版）、『会社に頼らないで一生働き続ける技術』（プレジデント社）、『自動車会社が消える日』（文春新書）。近著にカルロス・ゴーン氏の功罪を振り返りながら今回の事件の背景と本質に迫った企業ノンフィクション『日産vs.ゴーン　支配と暗闘の２０年』（文春新書）。,66,81
293,猪瀬聖,ジャーナリスト,NaN,NaN,慶應義塾大学卒。米コロンビア大学大学院（ジャーナリズムスクール）修士課程修了。日本経済新聞生活情報部記者、同ロサンゼルス支局長などを経て、独立。食の安全、働き方、マイノリティ、米国の社会問題を中心に幅広く取材。著書に『アメリカ人はなぜ肥るのか』（日経プレミアシリーズ、韓国語版も出版）、『仕事ができる人はなぜワインにはまるのか』（幻冬舎新書）など。,165,75
294,岩崎博充,経済ジャーナリスト,lightroom0430,hiromitsu.iwasaki.9,経済ジャーナリスト。雑誌編集者等を経て、1982年より独立。経済、金融などに特化したフリーのライター集団「ライト ルーム」を設立。経済、金融、国際などを中心に雑誌、新聞、単行本などで執筆活動。テレビ、ラジオ等のコメンテーターとしても活 動している。近著に「日本人が知らなかったリスクマネー入門」（翔泳社刊）、「老後破綻」（廣済堂新書）、「はじめての海外口座 （学研ムック）」など多数。有料マガジン「岩崎博充の『財政破綻時代の資産防衛法』」（http://www.mag2.com/m/0001673215.html?l=rqv0396796）を発行中。,42,0
295,上山信一,慶應大学総合政策学部教授、改革参謀,ShinichiUeyama,NaN,専門は企業戦略＆組織改革。1957年大阪市生まれ。京大法卒業後、旧運輸省を経て米プリンストン大学院修士卒。1986年からマッキンゼー（パートナー）、米ジョージタウン大学研究教授を経て07年から現職。ほかに企業の取締役・監査役・顧問を兼務。またビジネスモデル学会・行政学会・公共政策学会の理事や大阪府市・愛知県・東京都の顧問等を歴任。著書に『改革力』『変革のマネジメント』等。世界117か国を旅した。DMMオンラインサロン「街の未来、日本の未来」主宰　https://lounge.dmm.com/detail/1745/,35,0
296,梅原淳,鉄道ジャーナリスト,NaN,NaN,1965(昭和40)年生まれ。大学卒業後、三井銀行(現在の三井住友銀行)に入行し、交友社月刊「鉄道ファン」編集部などを経て2000年に鉄道ジャーナリストとして活動を開始する。『新幹線を運行する技術』(SBクリエイティブ)、『JRは生き残れるのか』(洋泉社)、『電車たちの「第二の人生」』(交通新聞社)をはじめ著書多数。また、雑誌やWEB媒体への寄稿のほか、講義・講演やテレビ・ラジオ・新聞等での解説、コメントも行っており、NHKラジオ第1の「子ども科学電話相談」では鉄道部門の回答者も務める。,27,26
297,遠藤司,株式会社リグリットパートナーズ執行役員、皇學館大学非常勤講師,NaN,tsukasa.endo,1981年、山梨県生まれ。MITテクノロジーレビューのアンバサダー歴任。富士ゼロックス、ガートナー、皇学館大学准教授を経て、現職。その間、複数回に渡り政府機関等に政策提言を実施。企業や団体への経営支援、新規事業立ち上げにも参画。専門は経営思想、事業創造。著書に『正統のドラッカー イノベーションと保守主義』『正統のドラッカー 古来の自由とマネジメント』『創造力はこうやって鍛える』『ビビリ改善ハンドブック』『「日本的経営」の誤解』など。同志社大学大学院法学研究科博士前期課程修了。,158,0
298,岡崎五朗,モータージャーナリスト,NaN,goro.okazaki,青山学院大学理工学部機械工学科在学中から執筆活動を開始。新聞、雑誌、webへの寄稿のほか、2008年からテレビ神奈川の自動車情報番組「クルマでいこう！」のメインキャスターを務める。年間に試乗するクルマは150台以上。新車の試乗レビューに加え、新技術の解説、マーケティング、ブランディング、といった様々な見地からクルマをわかりやすく論じることを得意とする。ライフワークは、クルマを通して人や社会を見ること。日本自動車ジャーナリスト協会理事。日本カーオブザイヤー選考委員。ワールドカーアワード選考委員。ワールドエンジンオブザイヤー選考委員。,4,32
299,小黒一正,法政大学経済学部教授,DeficitGamble,NaN,1974年東京生まれ。法政大学経済学部教授。97年4月大蔵省（現財務省）入省後、財務総合政策研究所主任研究官、一橋大学経済研究所准教授等を経て2015年4月から現職。一橋大学博士（経済学）。専門は公共経済学。著書に『日本経済の再構築』（単著／日本経済新聞出版社）、『薬価の経済学』（共著／日本経済新聞出版社）など。,83,6
300,小澤善哉,公認会計士・税理士,NaN,NaN,法人・個人の税金をはじめ、相続、会計、法律、経営などジャンルを問わず相談できるオールラウンドプレイヤー会計士を自負。「人の役に立つ仕事がしたい」「毎日ドキドキワクワクしたい」という思いで、日々仕事にまい進中。「なぜ犬神家の相続税は２割増しなのか」「ひとめでわかる株・ＦＸ・不動産の税金」（いずれも東洋経済新報社刊）など著書多数。１９９０年東京大学経済学部卒業。１９９７年に７年間勤めた監査法人を辞めて独立開業、現在は銀座で小澤公認会計士事務所を開設している。国土交通省「合理的なＣＲＥ（企業不動産）戦略の推進に関する研究会」ガイドライン作成ワーキング・グループ委員を歴任。,11,4
301,勝川俊雄,東京海洋大学　准教授、　海の幸を未来に残す会　理事,katukawa,katukawa,昭和４７年、東京都出身。東京大学農学部水産学科卒業後、東京大学海洋研究所の修士課程に進学し、水産資源管理の研究を始める。東京大学海洋研究所に助手・助教、三重大学准教授を経て、現職。専門は水産資源学。主な著作は、漁業という日本の問題（NTT出版）、日本の魚は大丈夫か（NHK出版）など。,38,0
302,河口まなぶ,自動車ジャーナリスト,manablog,manablog,1970年5月9日茨城県生まれAB型。日大芸術学部文芸学科卒業後、自動車雑誌アルバイトを経てフリーの自動車ジャーナリストに。日本自動車ジャーナリスト協会会員。日本カー・オブ・ザ・イヤー選考委員。2010年にweb上の自動車部「LOVECARS!」を設立し主宰。Facebook上に「大人の自転車部」を設立し主宰、2万名ものメンバーが参加する。その他YouTubeで独自の動画チャンネル「LOVECARS!TV!」（登録者数24万人）を持つ。昨年大型２輪免許を取得して２輪も勉強中。趣味はスイム、自転車、マラソン、トライアスロン。,251,9
303,木曽崇,国際カジノ研究所・所長,takashikiso,takashi.kiso.9,日本で数少ないカジノの専門研究者。ネバダ大学ラスベガス校ホテル経営学部首席卒業（カジノ経営学専攻）。米国大手カジノ事業者グループでの会計監査職を経て、帰国。2004年、エンタテインメントビジネス総合研究所へ入社し、翌2005年には早稲田大学アミューズメント総合研究所へ一部出向。2011年に国際カジノ研究所を設立し、所長へ就任。9月26日に新刊「日本版カジノのすべて」を発売。,287,19
304,木村正人,在英国際ジャーナリスト,masakimu41,kimura.masato.927,在ロンドン国際ジャーナリスト（元産経新聞ロンドン支局長）。憲法改正（元慶応大学法科大学院非常勤講師）や国際政治、安全保障、欧州経済に詳しい。産経新聞大阪社会部・神戸支局で16年間、事件記者をした後、政治部・外信部のデスクも経験。2002～03年、米コロンビア大学東アジア研究所客員研究員。著書に『EU崩壊』『見えない世界戦争「サイバー戦」最新報告』（いずれも新潮新書）。masakimu50@gmail.com,NaN,2
305,窪園博俊,時事通信社　解説委員,NaN,NaN,１９８９年入社、外国経済部、ロンドン特派員、経済部などを経て現職。１９９７年から日銀記者クラブに所属して金融政策や市場動向、金融経済の動きを取材しています。金融政策、市場動向の背景などをなるべくわかりやすく解説していきます。言うまでもなく、こちらで書く内容は個人的な見解に基づくものです。よろしくお願いします。,267,36
306,久保田博幸,金融アナリスト,ushikuma,hiroyuki.kubota.31,フリーの金融アナリスト。1996年に債券市場のホームページの草分けとなった「債券ディーリングルーム」を開設。幸田真音さんのベストセラー小説『日本国債』の登場人物のモデルともなった。日本国債や日銀の金融政策の動向分析などが専門。主な著書として「日本国債先物入門」パンローリング 、「債券の基本とカラクリがよーくわかる本」秀和システム、「債券と国債のしくみがわかる本」技術評論社など多数。,NaN,238
307,栗原潔,弁理士 知財コンサルタント 金沢工業大学客員教授,kurikiyo,kurikiyo,日本IBM、ガートナージャパンを経て2005年より現職、弁理士業務と知財/先進ITのコンサルティング業務に従事、『ライフサイクル・イノベーション』等ビジネス系書籍の翻訳経験多数　IT系コンサルティングに加えてスタートアップ企業や個人の方を中心にIT関連特許・商標登録出願のご相談に対応しています。お仕事のお問い合わせは http://www.techvisor.jp/blog/contact　または info[at]techvisor.jp から。【お知らせ】Skype/Chatworkによる特許・商標の無料相談実施中です。詳しくは上記お問い合わせ先から。,581,17
308,小菅努,マーケットエッジ株式会社代表取締役/商品アナリスト,kosuge_tsutomu,NaN,1976年千葉県生まれ。筑波大学社会学類卒。商品先物会社の営業本部、ニューヨーク事務所駐在、調査部門責任者を経て、2016年にマーケットエッジ株式会社を設立、代表に就任。金融機関、商社、事業法人、メディア向けのレポート配信、講演、執筆などを行う。商品アナリスト・東京商品取引所認定（貴金属、石油、ゴム、農産物）。コモディティレポートの配信、寄稿、講演等のお問合せは、下記Official Siteより。,789,36
309,小林拓矢,フリーライター,kobayashitakuya,takuya.kobayashi1,1979年山梨県甲府市生まれ。早稲田大学教育学部社会科社会科学専修卒。鉄道関連では「東洋経済オンライン」「マイナビニュース」などに執筆。共著に首都圏鉄道路線研究会『沿線格差』『駅格差』（SB新書）など。鉄道以外では時事社会メディア関連を執筆。単著に『早大を出た僕が入った3つの企業は、すべてブラックでした』（講談社）。ニュース時事能力検定1級。,111,193
310,酒井一樹,株式会社エイリスト 就活SWOT代表,recruit21,swot.jp,慶應義塾大学在学中、世界初の就活SNS「Dachinco!」の代表に就任。国内最大の就活SNSへと成長させた後に大学を卒業し、エグゼクティブサーチを行う人材ベンチャーに入社。役員・事業責任者などの幹部人材の採用支援に携わる。2009年にエイリストを設立し「自分の頭で考え、行動する人材を増やす事」を命題として就職情報サイト「就活SWOT( https://swot.jp )」を開設。,107,56
311,境治,コピーライター/メディアコンサルタント,sakaiosamu,sakaiosamu,1962年福岡市生まれ。東京大学卒業後、広告会社I&Sに入社しコピーライターになり、93年からフリーランスとして活動。その後、映像制作会社ロボット、ビデオプロモーションに勤務したのち、2013年から再びフリーランスとなり、メディアコンサルタントとして活動中。有料マガジン「テレビとネットの横断業界誌 MediaBorder」発行。著書「拡張するテレビ-広告と動画とコンテンツビジネスの未来」宣伝会議社刊　「爆発的ヒットは”想い”から生まれる」大和書房刊　新著「嫌われモノの広告は再生するか」イーストプレス刊 TVメタデータを作成する株式会社エム・データ顧問研究員,160,2
312,坂口孝則,コメンテーター。調達コンサル、サプライチェーン講師、講演家,earthcream,takanori.sakaguchi,テレビ・ラジオコメンテーター（レギュラーは日テレ「スッキリ!!」等）。大学卒業後、電機メーカー、自動車メーカーで調達・購買業務、原価企画に従事。その後、コンサルタントとしてサプライチェーン革新や小売業改革などに携わる。現在は未来調達研究所株式会社取締役。調達・購買業務コンサルタント、サプライチェーン学講師、講演家。製品原価・コスト分野の専門家。「ほんとうの調達・購買・資材理論」主宰。『調達・購買の教科書』（日刊工業新聞社）、『調達力・購買力の基礎を身につける本』（日刊工業新聞社）、『牛丼一杯の儲けは9円』(幻冬舎新書)、『モチベーションで仕事はできない』(ベスト新書)など著書27作,101,2
313,佐川健太郎,モーターサイクルジャーナリスト,NaN,kentaro.sagawa.9,63年東京生まれ。早稲田大学教育学部卒業後、RECRUITグループ、販促コンサルタント会社を経て独立。趣味が高じてモータージャーナルの世界へ。編集者を経て現在はジャーナリストとして２輪専門誌やWEBメディアで活躍する傍ら、「ライディングアカデミー東京」校長を務めるなど、セーフティライディングの普及にも注力。㈱モト・マニアックス代表。「Webikeバイクニュース」編集長。日本交通心理学会員 交通心理士。MFJ認定インストラクター。,656,7
314,櫻井幸雄,住宅評論家,NaN,NaN,年間200物件以上の物件取材を行い、全国の住宅事情に精通。正確な市況分析、わかりやすい解説で定評のある、住宅評論の第一人者。毎日新聞に連載コラムを持ち、テレビ出演も多い。著書多数。,163,33
315,佐藤裕,はたらクリエイティブディレクター,YU_EnjoyWork,YUSATOEnjoyWork,国内外での就職活動/キャリア/はたらくなどに関わる講演、講義、面接・キャリアカウンセリング等で出会った学生はこれまで15万以上。パーソルホールディングス株式会社グループ新卒採用統括責任者、キャリア教育支援プロジェクト「CAMP」キャプテン等を歴任し現在は関西学院大学フェロー、デジタルハリウッド大学非常勤講師、株式会社ベネッセi-キャリア特任研究員、株式会社パーソル総合研究所客員研究員、国際教育プログラムCAMPUS Asia Program外部評価委員などを務める。2019年にはハーバード大学にて特別講義を実施するなど海外での活動も広げている。新刊「新しい就活」（河出書房新社）,48,19
316,篠原修司,ITジャーナリスト,digimaga,shuji.shinohara,1983年生まれ。福岡県在住。2007年よりフリーランスのライター・ITジャーナリストとして活動中。スマホ、ネット、炎上などが専門。ファクトチェック団体『インファクト』編集員としてデマの検証も行っています。執筆や取材の依頼は digimaganet@gmail.com まで,767,537
317,シバタナオキ,起業家,irnote,irnote,企業や社会の次の動きはすべて「数字」が物語っている――。アメリカ・日本のネット企業（上場企業）を中心に、企業の決算情報から「次の一手」を読み解くコラム。経営者だけでなく、決算を基礎から学びたいビジネスパーソンや学生にも役立つ情報を届けます。,322,0
318,島澤諭,公益財団法人中部圏社会経済研究所研究部長,mzako2017,NaN,富山県魚津市生まれ。東京大学経済学部卒業後、経済企画庁（現内閣府）、秋田大学教員等を経て現職。東京と名古屋を拠点に活動。法政大学兼任講師、関東学院大学非常勤講師。日本の政治や経済について、データ・ファクト・ロジックを使って分析しています。専門は、世代間不公平問題等。永遠のポケモン秋田チャンピオン（WCS2010）。主な著書に『若者は、日本を脱出するしかないのか？』（ビジネス教育出版社）、『年金「最終警告」』（講談社現代新書）、『シルバー民主主義の政治経済学』（日本経済新聞出版社）、『孫は祖父より１億円損をする』（朝日新聞出版社）。記事の内容等は全て個人の見解で、いかなる所属先とも無関係です。,137,87
319,城繁幸,人事コンサルティング「株式会社Joe's Labo」代表,joshigeyuki,NaN,1973年生まれ。東京大学法学部卒業後、富士通入社。2004年独立。人事制度、採用等の各種雇用問題において、「若者の視点」を取り入れたユニークな意見を各種経済誌やメディアで発信し続けている。06年に出版した『若者はなぜ3年で辞めるのか？』は2、30代ビジネスパーソンの強い支持を受け、40万部を超えるベストセラーに。08年発売の続編『3年で辞めた若者はどこへ行ったのか－アウトサイダーの時代』も15万部を越えるヒット。08年より若者マニフェスト策定委員会メンバー。,91,0
320,末永雄大,アクシス株式会社代表取締役兼キャリアコンサルタント,yuutasue0501,yuta.suenaga,青山学院大学法学部卒。新卒でリクルートキャリア（旧リクルートエージェント）入社。 リクルーティングアドバイザーとして様々な業界・企業の採用支援に携わる。東京市場開発部・京都支社にて事業部MVP/西日本エリアマーケットMVP等6回受賞。その後サイバーエージェントにてアカウントプランナーとして最大手クライアントを担当し、 インターネットを活用した集客支援を行う。2011年にヘッドハンター・キャリアコンサルタントとして独立。2012年アクシス株式会社を設立。代表取締役に就任。キャリアコンサルタントとして転職支援を行いながら、インターネットビジネスの事業開発や社外での講演活動等、多岐にわたり活躍する。,47,8
321,鈴木祐司,次世代メディア研究所代表／メディアアナリスト,ysgenko,yuji.suzuki.169,愛知県西尾市出身。1982年、東京大学文学部卒業後にＮＨＫ入局。番組制作現場にてドキュメンタリーの制作に従事した後、放送文化研究所、解説委員室、編成、Ｎスペ事務局を経て2014年より現職。デジタル化が進む中で、メディアがどう変貌するかを取材・分析。特に既存メディアと新興メディアがどう連携していくのかに関心を持つ。直近の制作番組では、テレビ60周年特集「1000人が考えるテレビ ミライ」、放送記念日特集「テレビ 60年目の問いかけ」（共に2013年）。著作には「放送十五講」（2011年、共著）、「メディアの将来を探る」（2014年、共著）。津田塾大学では計算機科学研究所にて客員研究員を拝命中。,279,16
322,砂押貴久,STEKKEY 代表取締役,NaN,Takahisa.Sunaoshi,1987年東京生まれ。「エスモード トーキョー」「ここのがっこう」に進学しファッションを学んだ後、3年間フリーのファッションジャーナリストとして「毎日新聞」や「livedoor」などで連載。その後、「WWD JAPAN.com」のチーフプランナーとしてサイトリニューアルや広告メニューの立案等を5年間行う。2018年1月、キャンペーンの企画制作やコンサルティングを行う株式会社STEKKEYを設立。その傍ら、個人活動として気になるコト・モノ・ヒトに取材し、「Yahoo!ニュース」や「Forbes JAPAN web」で連載している。問い合わせ：info@stekkey.com,14,13
323,曽和利光,人事コンサルティング会社　株式会社人材研究所　代表取締役社長,toshimitsu_sowa,toshimitsu.sowa,愛知県豊田市生まれ、関西育ち。灘高等学校、京都大学教育学部教育心理学科。在学中は関西の大手進学塾にて数学講師。卒業後、リクルート、ライフネット生命などで採用や人事の責任者を務める。その後、人事コンサルティング会社人材研究所を設立。日系大手企業から外資系企業、メガベンチャー、老舗企業、中小・スタートアップ、官公庁等、多くの組織に向けて人事や採用についてのコンサルティングや研修、講演、執筆活動を行っている。著書に「人事と採用のセオリー」「人と組織のマネジメントバイアス」「できる人事とダメ人事の習慣」「コミュ障のための面接マニュアル」「悪人の作った会社はなぜ伸びるのか？」他。,92,67
324,高橋和夫,国際政治学者/先端技術安全保障研究所会長,kazuotakahashi,NaN,国際情勢をわかる言葉で、まず自分自身に語りたいと思っています。北九州で生まれ育ち、大阪とニューヨークで勉強し、クウェートでの滞在経験もあります。アメリカで中東を研究した日本人という三つの視点を大切にしています。映像メディアに深い不信感を抱きながらも、放送大学ではテレビで講義をするという矛盾した存在です。及ばないながらも努力を続け、その過程を読者の皆様と共有できればと希求しています。,308,0
325,竹内幹,経済学者。一橋大学経済学研究科・准教授。,takekan,takekan,1974年生まれ。一橋大学経済学部卒、ミシガン大学Ph.D.（経済学博士）。カリフォルニア工科大学研究員などを経て現職。専門は実験経済学と行動経済学。文部科学省学術調査官、法務省司法試験予備試験考査委員などもしました。1男1女の父。,13,0
326,田中淳夫,森林ジャーナリスト,akkun59,atsuo.tanaka.16,日本唯一にして日本一の森林ジャーナリスト。自然の象徴の「森林」から人間社会を眺めたら新たな視点を得られるのではないか、という思いで活動中。森林、林業、そして山村をメインフィールドにしつつ、農業・水産業など一次産業、そして自然界と科学（主に生物系）研究の現場を扱う。自然だけではなく、人だけでもない、両者の交わるところに真の社会が見えてくる。著書に『鹿と日本人　野生との共生1000年の知恵』（築地書館）『森は怪しいワンダーランド』『絶望の林業』（新泉社）など多数。Yahoo!ブックストアに『ゴルフ場に自然はあるか？　つくられた「里山」の真実』あり。最新刊は『獣害列島』（イースト新書）。,291,6
327,千葉哲幸,フードサービスジャーナリスト,NaN,NaN,柴田書店『月刊食堂』、商業界『飲食店経営』とライバル誌それぞれの編集長を歴任。外食記者歴三十数年。フードサービス業の取材・執筆、講演、書籍編集などを行う。,24,3
328,津田建二,国際技術ジャーナリスト・News & Chips編集長,kenjitsuda2007,kenji.tsuda1,国内半導体メーカーを経て、日経マグロウヒル（現日経BP）、リードビジネスインフォメーションと技術ジャーナリストを30数年経験。その間、Nikkei Electronics Asia、Microprocessor Reportなど英文誌にも執筆。リードでSemiconductor International日本版、Design News Japanなどを創刊。海外の視点で日本を見る仕事を主体に活動。,336,4
329,津田栄,皇學館大学特別招聘教授、経済・金融アナリスト,NaN,NaN,１９８１年大和証券に入社、企業アナリスト、エコノミスト、債券部トレーダー、大和投資顧問年金運用マネジャー、外資系投信投資顧問ＣＩＯを歴任。村上龍氏主宰のＪＭＭで経済、金融について寄稿する一方、２００１年独立して、大前研一主宰の一新塾にて政策立案を学び、政府へ政策提言を行う。現在、政治、経済、社会で起きる様々な危機について広く考える内閣府認証ＮＰＯ法人日本危機管理学総研の設立に参加し、理事に就任。2015年より皇學館大学特別招聘教授として、経済政策、日本経済を講義。,24,0
330,鶴野充茂,コミュニケーションアドバイザー／社会情報大学院大学 特任教授,mame3,mitsushige.tsuruno,シリーズ60万部超のベストセラー「頭のいい説明すぐできるコツ」（三笠書房）などの著者。ビーンスター株式会社 代表取締役。社会情報大学院大学 特任教授。中小企業から国会まで幅広い組織を顧客に持ち、トップや経営者のコミュニケーションアドバイザー／トレーナーとして活動する他、全国規模のPRキャンペーンなどを手掛ける。月刊「広報会議」で「ウェブリスク24時」などを連載。筑波大学（心理学）、米コロンビア大学院（国際広報）卒業。公益社団法人 日本パブリックリレーションズ協会元理事。防災士。,19,9
331,土居丈朗,慶應義塾大学経済学部教授,takero_doi,DoiTakero,1970年生。大阪大学経済学部卒業、東京大学大学院経済学研究科博士課程修了。博士（経済学）。慶應義塾大学准教授等を経て2009年4月から現職。東京財団政策研究所主席研究員（客員）。主著に『地方債改革の経済学』日本経済新聞出版社（日経・経済図書文化賞とサントリー学芸賞受賞）、『平成の経済政策はどう決められたか』中央公論新社、『入門財政学』日本評論社、『入門公共経済学』日本評論社。行政改革推進会議議員、社会保障制度改革推進会議委員、政府税制調査会委員、国税審議会委員、財政制度等審議会委員、産業構造審議会臨時委員、中央環境審議会臨時委員も兼務。,95,53
332,徳力基彦,ブロガー／noteプロデューサー,tokuriki,motohiko.tokuriki,NTTやIT系コンサルティングファーム等を経て、アジャイルメディア・ネットワーク設立時からブロガーの一人として運営に参画。代表取締役社長や取締役CMOを歴任し、現在はアンバサダープログラムのアンバサダーとして、ソーシャルメディアの企業活用についての啓発活動を担当。note株式会社では、noteプロデューサーとして、ビジネスパーソンや企業におけるブログやソーシャルメディアの活用についてのサポートを行っている。個人でも、日経MJやYahooニュース!個人のコラム連載等、幅広い活動を行っており、著書に「顧客視点の企業戦略」、「アルファブロガー」等がある。,126,0
333,豊田眞弓,永続家計アドバイザー(FP),mayumi_t,FPTOYODA,＜生涯永続できる家計の実現を！＞　「日経マネー」外部ライター等を経て、94年より独立系ファイナンシャルプランナー。個人相談、講演、コラム寄稿などを行う。「夫が亡くなったときに読む本」（日本実業出版社）、「親の入院・介護が必要になるときいちばん最初に読む本」（アニモ出版）、「50代・家計見直し術」（実務教育出版）ほか著書多数。ライフワークとして長年、金融教育に携わり、大学で非常勤講師も務める。座右の銘は「笑う門には福もお金もやってくる」。趣味は講談、投資。,48,10
